text_file,image_file,label
0_1283.txt,0_1283.png,0
0_17158.txt,0_17158.png,0
0_13902.txt,0_13902.png,0
1_15602.txt,1_15602.png,1
1_7776.txt,1_7776.png,1
0_11569.txt,0_11569.png,0
0_2773.txt,0_2773.png,0
0_6435.txt,0_6435.png,0
1_11297.txt,1_11297.png,1
1_27432.txt,1_27432.png,1
1_8971.txt,1_8971.png,1
0_19298.txt,0_19298.png,0
1_11042.txt,1_11042.png,1
1_15946.txt,1_15946.png,1
1_7161.txt,1_7161.png,1
1_5864.txt,1_5864.png,1
0_3597.txt,0_3597.png,0
1_7786.txt,1_7786.png,1
1_25887.txt,1_25887.png,1
1_12130.txt,1_12130.png,1
1_15146.txt,1_15146.png,1
1_18597.txt,1_18597.png,1
0_18449.txt,0_18449.png,0
1_25067.txt,1_25067.png,1
0_1001.txt,0_1001.png,0
1_9267.txt,1_9267.png,1
1_22803.txt,1_22803.png,1
1_27721.txt,1_27721.png,1
1_879.txt,1_879.png,1
1_3120.txt,1_3120.png,1
1_12423.txt,1_12423.png,1
1_10630.txt,1_10630.png,1
1_14589.txt,1_14589.png,1
1_24683.txt,1_24683.png,1
0_4881.txt,0_4881.png,0
1_27752.txt,1_27752.png,1
1_1941.txt,1_1941.png,1
0_8282.txt,0_8282.png,0
0_11552.txt,0_11552.png,0
0_87.txt,0_87.png,0
1_22014.txt,1_22014.png,1
1_23423.txt,1_23423.png,1
0_14637.txt,0_14637.png,0
0_15765.txt,0_15765.png,0
0_19493.txt,0_19493.png,0
0_11165.txt,0_11165.png,0
0_1049.txt,0_1049.png,0
1_12301.txt,1_12301.png,1
0_10586.txt,0_10586.png,0
0_5727.txt,0_5727.png,0
1_28637.txt,1_28637.png,1
0_4070.txt,0_4070.png,0
0_7265.txt,0_7265.png,0
0_1395.txt,0_1395.png,0
1_22853.txt,1_22853.png,1
0_2701.txt,0_2701.png,0
1_27016.txt,1_27016.png,1
1_22719.txt,1_22719.png,1
1_24693.txt,1_24693.png,1
0_13273.txt,0_13273.png,0
1_7411.txt,1_7411.png,1
1_13293.txt,1_13293.png,1
1_24391.txt,1_24391.png,1
1_12044.txt,1_12044.png,1
0_17046.txt,0_17046.png,0
1_6211.txt,1_6211.png,1
0_14492.txt,0_14492.png,0
1_28790.txt,1_28790.png,1
0_19180.txt,0_19180.png,0
0_20522.txt,0_20522.png,0
0_1980.txt,0_1980.png,0
1_18094.txt,1_18094.png,1
1_15013.txt,1_15013.png,1
0_18697.txt,0_18697.png,0
1_24186.txt,1_24186.png,1
1_27104.txt,1_27104.png,1
1_4256.txt,1_4256.png,1
1_16356.txt,1_16356.png,1
1_18415.txt,1_18415.png,1
0_13220.txt,0_13220.png,0
1_5872.txt,1_5872.png,1
1_21056.txt,1_21056.png,1
0_18961.txt,0_18961.png,0
0_1909.txt,0_1909.png,0
0_5446.txt,0_5446.png,0
0_1100.txt,0_1100.png,0
0_16779.txt,0_16779.png,0
1_14825.txt,1_14825.png,1
1_4672.txt,1_4672.png,1
0_10243.txt,0_10243.png,0
0_3488.txt,0_3488.png,0
0_8242.txt,0_8242.png,0
0_12327.txt,0_12327.png,0
1_8899.txt,1_8899.png,1
0_991.txt,0_991.png,0
0_7663.txt,0_7663.png,0
1_24349.txt,1_24349.png,1
0_3820.txt,0_3820.png,0
1_5071.txt,1_5071.png,1
1_7321.txt,1_7321.png,1
1_17050.txt,1_17050.png,1
1_1507.txt,1_1507.png,1
0_8743.txt,0_8743.png,0
0_6873.txt,0_6873.png,0
1_25015.txt,1_25015.png,1
0_8996.txt,0_8996.png,0
1_14013.txt,1_14013.png,1
1_9086.txt,1_9086.png,1
0_10884.txt,0_10884.png,0
0_19974.txt,0_19974.png,0
1_13059.txt,1_13059.png,1
1_16992.txt,1_16992.png,1
0_19357.txt,0_19357.png,0
1_2182.txt,1_2182.png,1
0_13558.txt,0_13558.png,0
0_224.txt,0_224.png,0
1_21671.txt,1_21671.png,1
1_25472.txt,1_25472.png,1
1_27954.txt,1_27954.png,1
1_2579.txt,1_2579.png,1
0_5634.txt,0_5634.png,0
0_10993.txt,0_10993.png,0
1_5158.txt,1_5158.png,1
1_21583.txt,1_21583.png,1
0_9124.txt,0_9124.png,0
1_11732.txt,1_11732.png,1
0_10642.txt,0_10642.png,0
1_13610.txt,1_13610.png,1
1_4475.txt,1_4475.png,1
0_1223.txt,0_1223.png,0
0_2176.txt,0_2176.png,0
1_15680.txt,1_15680.png,1
1_26965.txt,1_26965.png,1
1_13534.txt,1_13534.png,1
0_11840.txt,0_11840.png,0
1_9792.txt,1_9792.png,1
1_15044.txt,1_15044.png,1
0_18642.txt,0_18642.png,0
1_10941.txt,1_10941.png,1
1_21421.txt,1_21421.png,1
1_25804.txt,1_25804.png,1
1_20255.txt,1_20255.png,1
1_28385.txt,1_28385.png,1
0_20946.txt,0_20946.png,0
0_7792.txt,0_7792.png,0
0_11222.txt,0_11222.png,0
0_5570.txt,0_5570.png,0
0_16789.txt,0_16789.png,0
0_12590.txt,0_12590.png,0
0_3546.txt,0_3546.png,0
0_1740.txt,0_1740.png,0
0_5852.txt,0_5852.png,0
1_18004.txt,1_18004.png,1
0_3750.txt,0_3750.png,0
1_26405.txt,1_26405.png,1
1_1536.txt,1_1536.png,1
0_2875.txt,0_2875.png,0
0_11965.txt,0_11965.png,0
1_21208.txt,1_21208.png,1
1_16969.txt,1_16969.png,1
0_910.txt,0_910.png,0
1_20296.txt,1_20296.png,1
0_174.txt,0_174.png,0
0_4294.txt,0_4294.png,0
0_17899.txt,0_17899.png,0
0_4816.txt,0_4816.png,0
1_2528.txt,1_2528.png,1
1_19700.txt,1_19700.png,1
1_25655.txt,1_25655.png,1
1_24377.txt,1_24377.png,1
1_4995.txt,1_4995.png,1
0_6542.txt,0_6542.png,0
0_8915.txt,0_8915.png,0
1_18278.txt,1_18278.png,1
1_14359.txt,1_14359.png,1
1_21010.txt,1_21010.png,1
0_4203.txt,0_4203.png,0
0_8114.txt,0_8114.png,0
0_2375.txt,0_2375.png,0
1_15908.txt,1_15908.png,1
1_22645.txt,1_22645.png,1
1_1406.txt,1_1406.png,1
1_15521.txt,1_15521.png,1
1_508.txt,1_508.png,1
0_2910.txt,0_2910.png,0
1_18977.txt,1_18977.png,1
0_14102.txt,0_14102.png,0
1_19609.txt,1_19609.png,1
1_14803.txt,1_14803.png,1
0_14038.txt,0_14038.png,0
0_19835.txt,0_19835.png,0
1_11711.txt,1_11711.png,1
0_815.txt,0_815.png,0
0_14122.txt,0_14122.png,0
0_16402.txt,0_16402.png,0
1_19463.txt,1_19463.png,1
1_15868.txt,1_15868.png,1
0_2555.txt,0_2555.png,0
0_4825.txt,0_4825.png,0
0_4321.txt,0_4321.png,0
0_4082.txt,0_4082.png,0
1_15940.txt,1_15940.png,1
1_9349.txt,1_9349.png,1
0_19872.txt,0_19872.png,0
0_7146.txt,0_7146.png,0
0_17500.txt,0_17500.png,0
1_6656.txt,1_6656.png,1
1_28735.txt,1_28735.png,1
1_8241.txt,1_8241.png,1
0_6444.txt,0_6444.png,0
0_4492.txt,0_4492.png,0
1_20723.txt,1_20723.png,1
1_15656.txt,1_15656.png,1
0_4255.txt,0_4255.png,0
1_10829.txt,1_10829.png,1
1_18163.txt,1_18163.png,1
0_1525.txt,0_1525.png,0
1_23597.txt,1_23597.png,1
0_20731.txt,0_20731.png,0
0_12982.txt,0_12982.png,0
1_3210.txt,1_3210.png,1
1_22914.txt,1_22914.png,1
0_7974.txt,0_7974.png,0
0_7040.txt,0_7040.png,0
0_19076.txt,0_19076.png,0
1_8445.txt,1_8445.png,1
1_7511.txt,1_7511.png,1
1_13032.txt,1_13032.png,1
1_5794.txt,1_5794.png,1
1_18035.txt,1_18035.png,1
1_4704.txt,1_4704.png,1
1_199.txt,1_199.png,1
1_6478.txt,1_6478.png,1
0_14361.txt,0_14361.png,0
1_10123.txt,1_10123.png,1
1_14603.txt,1_14603.png,1
0_20997.txt,0_20997.png,0
0_14550.txt,0_14550.png,0
0_17255.txt,0_17255.png,0
1_21532.txt,1_21532.png,1
1_10311.txt,1_10311.png,1
1_469.txt,1_469.png,1
0_17718.txt,0_17718.png,0
1_13363.txt,1_13363.png,1
0_12628.txt,0_12628.png,0
1_2791.txt,1_2791.png,1
1_11812.txt,1_11812.png,1
0_2561.txt,0_2561.png,0
0_14884.txt,0_14884.png,0
1_21505.txt,1_21505.png,1
1_659.txt,1_659.png,1
0_20504.txt,0_20504.png,0
0_9958.txt,0_9958.png,0
1_15771.txt,1_15771.png,1
1_14526.txt,1_14526.png,1
0_18026.txt,0_18026.png,0
0_6520.txt,0_6520.png,0
1_7949.txt,1_7949.png,1
0_14509.txt,0_14509.png,0
0_15124.txt,0_15124.png,0
1_24221.txt,1_24221.png,1
1_2530.txt,1_2530.png,1
1_13321.txt,1_13321.png,1
0_16979.txt,0_16979.png,0
1_6293.txt,1_6293.png,1
0_6661.txt,0_6661.png,0
1_11168.txt,1_11168.png,1
