text_file,image_file,label
1_0.txt,1_0.png,1
1_1.txt,1_1.png,1
1_2.txt,1_2.png,1
1_3.txt,1_3.png,1
1_4.txt,1_4.png,1
1_5.txt,1_5.png,1
1_6.txt,1_6.png,1
1_7.txt,1_7.png,1
1_8.txt,1_8.png,1
1_9.txt,1_9.png,1
1_10.txt,1_10.png,1
1_11.txt,1_11.png,1
1_12.txt,1_12.png,1
1_13.txt,1_13.png,1
1_14.txt,1_14.png,1
1_15.txt,1_15.png,1
1_16.txt,1_16.png,1
1_17.txt,1_17.png,1
1_18.txt,1_18.png,1
1_19.txt,1_19.png,1
1_20.txt,1_20.png,1
1_21.txt,1_21.png,1
1_22.txt,1_22.png,1
1_23.txt,1_23.png,1
1_24.txt,1_24.png,1
1_25.txt,1_25.png,1
1_26.txt,1_26.png,1
1_27.txt,1_27.png,1
1_28.txt,1_28.png,1
1_29.txt,1_29.png,1
1_30.txt,1_30.png,1
1_31.txt,1_31.png,1
1_32.txt,1_32.png,1
1_33.txt,1_33.png,1
1_34.txt,1_34.png,1
1_35.txt,1_35.png,1
1_36.txt,1_36.png,1
1_37.txt,1_37.png,1
1_38.txt,1_38.png,1
1_39.txt,1_39.png,1
1_40.txt,1_40.png,1
1_41.txt,1_41.png,1
1_42.txt,1_42.png,1
1_43.txt,1_43.png,1
1_44.txt,1_44.png,1
1_45.txt,1_45.png,1
1_46.txt,1_46.png,1
1_47.txt,1_47.png,1
1_48.txt,1_48.png,1
1_49.txt,1_49.png,1
1_50.txt,1_50.png,1
1_51.txt,1_51.png,1
1_52.txt,1_52.png,1
1_53.txt,1_53.png,1
1_54.txt,1_54.png,1
1_55.txt,1_55.png,1
1_56.txt,1_56.png,1
1_57.txt,1_57.png,1
1_58.txt,1_58.png,1
1_59.txt,1_59.png,1
1_60.txt,1_60.png,1
1_61.txt,1_61.png,1
1_62.txt,1_62.png,1
1_63.txt,1_63.png,1
1_64.txt,1_64.png,1
1_65.txt,1_65.png,1
1_66.txt,1_66.png,1
1_67.txt,1_67.png,1
1_68.txt,1_68.png,1
1_69.txt,1_69.png,1
1_70.txt,1_70.png,1
1_71.txt,1_71.png,1
1_72.txt,1_72.png,1
1_73.txt,1_73.png,1
1_74.txt,1_74.png,1
1_75.txt,1_75.png,1
1_76.txt,1_76.png,1
1_77.txt,1_77.png,1
1_78.txt,1_78.png,1
1_79.txt,1_79.png,1
1_80.txt,1_80.png,1
1_81.txt,1_81.png,1
1_82.txt,1_82.png,1
1_83.txt,1_83.png,1
1_84.txt,1_84.png,1
1_85.txt,1_85.png,1
1_86.txt,1_86.png,1
1_87.txt,1_87.png,1
1_88.txt,1_88.png,1
1_89.txt,1_89.png,1
1_90.txt,1_90.png,1
1_91.txt,1_91.png,1
1_92.txt,1_92.png,1
1_93.txt,1_93.png,1
1_94.txt,1_94.png,1
1_95.txt,1_95.png,1
1_96.txt,1_96.png,1
1_97.txt,1_97.png,1
1_98.txt,1_98.png,1
1_99.txt,1_99.png,1
1_100.txt,1_100.png,1
1_101.txt,1_101.png,1
1_102.txt,1_102.png,1
1_103.txt,1_103.png,1
1_104.txt,1_104.png,1
1_105.txt,1_105.png,1
1_106.txt,1_106.png,1
1_107.txt,1_107.png,1
1_108.txt,1_108.png,1
1_109.txt,1_109.png,1
1_110.txt,1_110.png,1
1_111.txt,1_111.png,1
1_112.txt,1_112.png,1
1_113.txt,1_113.png,1
1_114.txt,1_114.png,1
1_115.txt,1_115.png,1
1_116.txt,1_116.png,1
1_117.txt,1_117.png,1
1_118.txt,1_118.png,1
1_119.txt,1_119.png,1
1_120.txt,1_120.png,1
1_121.txt,1_121.png,1
1_122.txt,1_122.png,1
1_123.txt,1_123.png,1
1_124.txt,1_124.png,1
1_125.txt,1_125.png,1
1_126.txt,1_126.png,1
1_127.txt,1_127.png,1
1_128.txt,1_128.png,1
1_129.txt,1_129.png,1
1_130.txt,1_130.png,1
1_131.txt,1_131.png,1
1_132.txt,1_132.png,1
1_133.txt,1_133.png,1
1_134.txt,1_134.png,1
1_135.txt,1_135.png,1
1_136.txt,1_136.png,1
1_137.txt,1_137.png,1
1_138.txt,1_138.png,1
1_139.txt,1_139.png,1
1_140.txt,1_140.png,1
1_141.txt,1_141.png,1
1_142.txt,1_142.png,1
1_143.txt,1_143.png,1
1_144.txt,1_144.png,1
1_145.txt,1_145.png,1
1_146.txt,1_146.png,1
1_147.txt,1_147.png,1
1_148.txt,1_148.png,1
1_149.txt,1_149.png,1
1_150.txt,1_150.png,1
1_151.txt,1_151.png,1
1_152.txt,1_152.png,1
1_153.txt,1_153.png,1
1_154.txt,1_154.png,1
1_155.txt,1_155.png,1
1_156.txt,1_156.png,1
1_157.txt,1_157.png,1
1_158.txt,1_158.png,1
1_159.txt,1_159.png,1
